Name,breakfast,lunch,dinner,veg\nonveg,calories,fats,saturatedfats,sodium,carbohydrates,fiber,sugar,protein
White Bread or Rolls,1,0,1,0,2458.3,57.1,13.7,5840.9,424.3,16.7,39.1,56.5
Lavash Armenian Thin Bread,1,0,1,0,1272.6,32,5.5,2367.7,214,7.7,19.5,29.3
Hawaiian Bread,1,0,1,0,3257.5,160.2,76.3,3079.1,389.1,18.1,86.2,65.7
Hono Bread - Honokakor,1,0,1,0,127.4,3,1.7,174.2,21.7,1.2,0.6,3.4
Banana-Walnut Bread,1,0,1,0,106.2,3.9,1,87.7,15.2,0.8,2.1,3
Maraschino Pecan Bread Abm,1,0,1,0,143.7,4,1.1,197.3,23.1,1.3,3.1,4.1
Navajo Fry Bread,1,0,1,0,1856.1,166.8,66.5,794.6,72.6,2.3,8.4,14.2
Sicilian Sausage Bread,1,0,0,0,506,43.5,16.8,1111.1,3.3,0,0.7,24.5
Banana Bread II,1,0,0,0,417.2,0.8,0.2,366.4,96.2,3.9,43.2,8.1
Pao Doce (Portuguese Sweet Bread),1,0,0,0,1733,34.1,18.1,1505.6,314.1,11.8,89.8,41.7
Orange Bread Pudding,1,0,0,0,231.2,5,2.3,234.4,42.4,0.5,29.7,5
Apple Bread Pudding,1,0,0,0,1577.7,25.1,6.4,1664.4,301.4,22.9,59.4,44.9
Salt Rising Bread,1,0,0,0,2066.2,36.9,13.3,921.2,368.4,13.3,22.6,57.3
Mom Gourley's Salt Rising Bread,1,0,0,0,1723.3,111.9,31.3,9478.8,174.4,6.5,114.2,14.2
King Arthur's Apple Cinnamon Breakfast Bread,1,0,0,0,2632.3,54,29,3974.9,463.5,25.4,62.6,74.3
Coconut Bread III,1,0,0,0,231.9,10.5,5.3,206.5,31.4,1.7,13.1,3.8
Coconut Bread Trinidad,1,0,0,0,329.1,14.4,10,317,45,2,17.6,5.7
Salt Rising Bread II,1,0,0,0,1726.9,24.7,13.5,2539.7,321.8,11.2,13.7,48.1
Old-Fashioned Porridge Bread,1,0,0,0,1360.3,18.2,4.1,2361,264,11.8,34.5,32.6
Fried Cornbread III,1,0,0,0,546.6,10.6,3,1763.7,94,8.2,8.2,21.8
What-to-Do-with-All-the Egg-Yolks Bread,1,0,0,1,531.9,31.9,6.4,360.8,53.3,3.6,7.3,9.6
Holiday Season Cranberry Bread,1,1,0,0,362.6,13.4,3,322.9,56.4,3,28.4,6.5
Gingerbread Men,1,1,0,0,84.2,3.1,1.2,63.7,13.1,0.3,5.4,1.1
Garlic Bread,1,1,0,0,1108.7,13.3,2.9,2729.1,212.4,10.2,17.5,32.5
Spoon Bread,1,0,0,0,1848.1,130.5,75.8,3825.5,124.3,8.2,13.9,51.2
Lady Bird Johnson's Spoon Bread,1,0,0,0,142.2,5.8,2.7,503.3,16.5,1.1,0.2,6.6
Microwave Bread &amp; Butter Pickles,1,1,0,0,883.6,0.9,0.2,2340,219.6,3.4,208.3,3.1
Pear Bread Delight,1,0,0,0,2808.7,126.2,18,2410.3,389.6,18.3,220,41.4
Gingerbread Cake,1,0,0,0,196.8,4.5,2.6,290.6,37.6,0.6,16.8,2.4
Golden Bread-and-Butter Medley,1,0,0,0,198.6,0.7,0.1,2579.8,46.4,1.6,40.4,1.7
Potato Leek Soup in Bread Bowls,1,0,0,0,1446.8,33.9,8.6,3109.3,243.1,14.6,21.2,40.4
parsley Bread,1,0,0,0,367,19.5,2.5,261,44.4,1.3,25.4,4.7
Ginger Shortbread,1,0,0,0,115.7,7.8,4.9,54.7,10.5,0.3,2.5,1.2
Fabulous Zucchini Bread,1,0,0,0,927,29.3,4.6,979,153.8,8.3,83.1,17.6
English Muffin Bread II,1,0,0,0,107.2,0.3,0.1,220,21.8,0.9,0.6,3.7
Pumpkin Bread Pudding With Ginger Cream,0,0,0,0,439.5,19.8,11.4,326,59.7,2.3,39.1,7.9
Pumpkin Bread Pudding with Pecans,0,0,0,0,302.2,15.6,5.1,283.9,33.2,2.3,9.7,8.4
Easy Pumpkin Bread Pudding,0,0,0,0,613.6,17,8.3,541.1,97.1,2.2,52.5,20.8
Whole Wheat Bread,1,0,0,0,1510.1,26.8,12.6,3719.8,286.3,40.1,26.2,54.2
Cornbread With Corn Casserole,0,0,0,0,272.3,11.3,2.6,727.9,39.7,3.6,2.9,6
Onion Herb Bread II,0,0,0,0,106,1.3,0.3,115.4,20.2,0.9,1.3,3.1
Honey Oat Bread (Bread Machine),1,0,0,0,255.3,4.3,0.6,293.8,48.3,2.1,8.9,5.9
Peanut Butter Bread (Bread Machine),1,0,0,0,2291.3,72,14.7,1791.1,355.5,34.5,66.5,79.2
White Bread Baked in a Coffee Can,1,0,0,0,3221.5,128.4,20.9,2545,440.9,15.4,51.6,71.1
Cornbread Mix,1,0,0,0,1269.8,48.3,12.3,1411.2,191.1,10,30.9,21.8
Apple Tea Bread,1,0,0,0,1705.6,72.1,25.5,1169.4,252.4,11.7,138.1,19.8
Raisin-Almond Bread,1,0,0,0,229.6,12.2,6.5,223.4,25.9,1.3,4.9,4.7
Pumpkin Bread,1,0,0,0,356.1,16.7,2.1,197.2,45.9,2.4,14,6.8
Raisin-Bread and Croissant Bread Pudding,1,0,0,0,438.7,28.8,16.6,293.7,38,1.4,19.7,8.2
Bourbon Chocolate Bread Pudding,1,0,0,0,467,21.3,12.2,224.7,64.8,4.3,40.8,10.1
Pumpkin Bread Pudding with Caramel Sauce,1,0,0,0,278.7,11.2,6,204,36.9,0.9,19.1,8.4
Chocolate Bread and Butter Pudding ,1,0,0,0,699.6,55.2,33.1,326,45,4.8,18.8,10.7
Bread Bowl Spinach Dip,0,1,1,0,84.9,7.8,4.4,68.1,2.8,1,1.5,2.1
Lemon Cranberry Anise Bread,0,1,1,0,148.5,2.6,0.4,170.2,27.6,1.7,8.9,4.2
Caramel Bread Pudding,1,1,1,0,371.6,7,3.1,275.1,69.5,0.7,53.5,8.8
Apple Pecan Bread Pudding,1,1,1,0,464.2,25.6,9.7,184.3,49.8,3.7,31.9,7.7
Bread and Butter Pudding,1,1,1,0,386.9,9.5,4.2,369.7,64.4,1.6,37.7,12.1
English Bread Pudding,1,0,0,0,588.6,31.9,17,366.5,72.1,4.3,39.2,6.6
Southern Cornbread Dressing,1,0,0,0,564.3,10.4,2.7,1205.2,97.6,9.4,15.8,21.2
Almond Bread,1,0,0,0,154.9,5.9,0.5,16.8,21.9,1.7,10.6,4.8
Almond Bread II,1,0,0,0,2862.4,140.6,24.7,5560.9,326.8,22.6,152,85.7
Buttermilk Jalapeno Cornbread,0,0,0,0,235.1,9.8,2.1,438,32,1.5,6.4,5.4
Southern Cornbread,0,0,0,0,215.2,9.2,4.7,467,27.3,2.2,3.7,6.9
Pineapple Cranberry Bread,1,0,0,0,2460.7,38.5,17.2,1387.9,459.2,32.4,57.1,69.5
Easy Mushroom Bread,0,0,1,0,1543.6,17.4,5.7,3495,276.1,10.4,33.5,64.9
Basic Bread Pudding,1,0,0,0,1847.4,75.9,39.6,2616.8,205,5.6,10.8,84.1
Cinnamon Raisin Bread,1,0,0,0,125.5,1.1,0.3,234.3,26.1,1,5.8,2.8
Oatmeal Bread,1,0,0,0,2004.8,25.8,5.9,3520.5,393.8,15.2,74.2,45.5
Blueberry Lemon Bread,1,0,0,0,2683.7,85.7,50,1164.8,452.1,10.9,290,38.5
Roast Turkey With Cornbread Stuffing,0,1,1,1,2001.9,98.8,36.4,2119.4,73.5,5.1,13.3,190.8
Holiday Eggnog Bread,0,0,0,1,176.4,7,2.7,201.3,25.2,0.8,9.3,3.7
Cornbread and Sausage Stuffing,0,1,1,1,449.4,25.8,7.2,997.8,41,2.6,9.4,14.1
Soft Potato Bread Stuffing,0,1,1,0,93.4,8,5,213.7,4.5,1.1,2.1,1.5
Turkey and Leek Deep-Dish Cornbread Pie,0,1,1,1,562.3,26.5,14.6,549.2,44.7,2.9,4.7,36
Bleu Cheese & Port Bread,0,1,1,0,2133.7,53.9,18.7,4257.6,340.2,14.6,32,56.3
Christmas Rye Bread,1,1,1,0,1884.2,18.5,2.4,732,376.7,22.9,54.8,41.2
Double Cheese Bread,1,1,1,0,341.2,18.6,8.1,440.8,34.5,1.9,13.8,9.4
Cranberry Bread II,1,0,0,0,372,6.9,3.9,491.5,75.4,2.8,43.9,5.2
Massa Sovada - Portuguese Sweet Bread,1,0,0,0,204.3,12,7,238.1,21.7,0.3,20.1,3.4
Old Fashioned Bread Pudding,1,0,0,0,229,9.8,5.5,258.4,31.4,0.9,18.6,5.2
Caramel Bread Pudding II,1,0,0,0,259.9,12.4,7.1,323.1,30.2,0.4,17.5,7.3
Pizza ,0,1,0,0,207.4,7.2,3.1,513.7,28,1.5,2.5,7.5
Circle of Hearts Cherry Bread,1,0,0,0,225.3,9.3,1.9,453.2,31.9,1,13.2,3.8
Mexican Cornbread,1,0,0,0,5192.7,420.3,182,5186.7,235.4,21.2,53.3,123.2
uttapam,1,1,0,0,1604.2,17.4,3,4836.4,323.6,26.2,48.7,42.3
Pumpernickel Bread,1,0,0,0,170.2,3.1,0.4,300.4,32.7,2.8,6.6,4.2
Shortbread,1,0,0,0,157.2,8.8,5.5,61.5,18.2,0.4,5.3,1.6
Glasgow Shortbread,1,0,0,0,7903,378.6,235.6,2622.5,1066.2,21.5,401.5,70.8
Pumpkin Bread II,1,0,0,0,198.5,8.4,2.8,320.7,27.8,1.3,13.1,4.2
Omm 'Ali (Egyptian Bread and Butter Pudding),1,0,0,0,281.7,24.1,6.8,260.2,12,3.4,1.7,8.1
Simple White Bread,1,0,0,0,1670.8,18.1,2.5,2346.2,325.5,12.9,13.7,44.8
Easy Peasey Bread Pudding,1,0,0,0,614,27.3,6,367.8,86.6,2.7,62.6,9.6
Apple Bread,1,0,0,0,557.7,27.2,4.3,507,71.6,2.9,36.3,8.6
Apple Banana Bread,1,0,0,0,343.9,15,7,380.9,49,2.4,26.3,5.2
Apple Cheese Bread,1,0,0,0,368,18.6,9.5,413.4,43.9,1.6,18.8,7.5
True Garlic Bread,1,0,0,0,631,18,10.2,2337.5,103.4,10.1,0.6,18
Whole Wheat Bread,1,0,0,0,1445.4,40.8,14.2,2501.4,244.4,25.8,51.9,42.5
Onion Cheddar Bread,1,0,0,0,2182.9,68.9,28,3051.1,314.7,12.7,19.2,71.5
Sour Cream Sourdough Cornbread,1,0,0,0,324.3,14.6,5.4,757.9,40.2,2,4.4,8.3
Soft Zucchini Cinnamon Bread,1,0,0,0,220.8,12.8,1.8,253.8,24.6,1,15.2,3
Boston Brown Bread,1,0,0,0,490.1,9.8,5.4,382.3,97.1,5.4,42.4,9.3
Dillbrot (Dill Bread),1,1,0,0,385.1,7.3,3.2,818.7,63.4,2.6,8,15.6
No-Bread Sandwiches,1,1,0,0,273.1,20.8,11.9,419.2,2.5,0.7,1.6,19
Cheddar-Olive Bread,1,1,0,0,741.5,24,13.1,1447,97.6,4.6,4.7,34.3
Green Chile Cheesy Bread,1,1,0,0,711.6,20.3,11.6,1179.7,98.5,4.4,5.6,34.3
Cheddar Bread Ring,1,1,0,0,301.5,11.5,7.1,386.3,38,1.3,3.4,11.1
Golden Cheesy Spoon Bread,1,0,0,0,325.9,22.6,13.4,473,16,1.1,1,15.3
Golden Cheddar Cornbread,1,0,0,0,447.1,26.6,16.1,1149.9,34.6,2,0.5,18
Quick Cheddar Bread,1,0,0,0,472.5,22.9,13.8,687.1,48.1,1.6,0.4,18
Cheesy Cornbread,1,0,0,0,437.9,24.9,10.4,842.2,38.8,2.1,4.7,15.6
Panhandle Cornbread,1,0,0,0,679,52.5,18,687.6,40.3,3.3,3.9,16
Crusty Cheddar Bread,1,0,0,0,486.5,16.6,9.2,1139.8,60.3,2.7,4.9,22.9
Sausage and Cornbread Cabbage Rolls,0,1,1,1,489.6,28.6,10.4,173.7,20.8,3.3,14.5,36.5
Sourdough Honey Whole Wheat Bread,1,0,0,0,2356,32.1,7,2355.1,490.1,54.9,141.2,68.8
Crisp Bread and Butter Pickles,0,1,1,0,600.8,1,0.2,7091.4,145,3.2,133.6,3
Mendenhall Sourdough Gingerbread,0,1,1,0,414.2,16.5,10,542.9,63.3,1.1,33.4,4.5
Mexican Cornbread II,1,0,0,0,496.7,30.4,15,1390.3,35.9,3.1,5.8,20.8
Warm Springs Fried Bread,1,0,0,0,323.1,7.5,4.4,565.7,55.8,1.7,6.5,7.5
 Bread Rolls,1,0,0,0,96.4,2.3,0.7,104,16.4,0.5,2.1,2.4
bread pakoda,1,0,0,0,4746.1,342.5,44.9,7021,388.1,56.4,24.8,72.9
Corn Lightbread,1,0,0,0,2281.9,55.1,9.4,4186.4,406.4,21.2,125.3,48.9
Old Time Cornbread,1,0,0,0,293,9.9,3.5,643.6,42.4,2.8,3.3,8.8
Irish Bread,1,0,0,0,3080.9,114.7,67.5,2424.6,468.2,13.8,187.4,58.3
Banana Nut Bread,1,0,0,0,2154.9,72.9,14.4,1778,332.6,15.9,86.2,46.6
Oatmeal Bread II,1,0,0,0,1925,40.3,8.4,3854.8,340.8,32.3,36.9,60.4
Orange Potato Bread,1,0,0,0,2859.6,57.8,8.8,4455.3,534.4,18.9,231.4,58
Cranberry Fruit Nut Bread,1,0,0,0,308.9,8.6,1.6,504.4,53.7,2.3,26.6,5.6
Walnut Shortbread,1,0,0,0,337.3,25.1,10.7,109.8,25.4,1.5,7.8,4.5
Kay's Shortbread,1,0,0,0,40.2,2.6,1.6,20.6,3.9,0.1,1.2,0.4
Smackin Cracklin Cornbread,1,0,0,0,134.2,2.4,1,508,24.9,2.1,2.7,4.2
Banana Bread 3,1,0,0,0,290.5,8.7,1.3,257.1,50,1.9,25.9,4.4
Georgia Bread Pudding,1,0,0,0,3069.7,126.8,71.1,2557.3,424.3,7,280,67.6
Old Canadian Oysters With Bread and Rice,1,1,1,1,567.1,9.4,2.1,778.7,79.9,2.7,0.2,37.1
Chocolate Zucchini Nut Bread,1,0,0,1,3505.5,193.2,46.6,2481.1,428.2,23,252.6,49.5
Cherry Cheddar Bread,1,0,0,0,3259,107.2,44.1,4560.5,494.2,12.3,230.9,85.7
Maple Oatmeal Bread,1,0,0,0,1442.5,30.6,15.6,2563.3,253.8,23.2,33.5,45.5
Bara Brith (Currant Bread) Welsh,1,1,0,0,416.4,12.8,4.8,310.5,68.3,2.3,20.1,7
Applesauce Tea Bread,1,0,0,0,94.8,0.5,0.1,108.8,20.3,0.7,5.1,2.5
Banana Coconut Bread,1,0,0,0,541.7,16.8,6,551.1,84.3,3.6,44.3,7.9
Bread and Butter Pudding II,1,0,0,0,193.5,4.8,2.1,184.9,32.2,0.8,18.9,6.1
Bread Pudding with Bourbon Sauce,1,0,0,0,1213.8,56,29.1,760.4,156.3,5.5,91.6,19.4
Cheddar Cheese Casserole Bread,0,1,0,0,177.9,6.5,3.9,359.4,22.4,0.9,0.4,7
 Shortbread with hummus,1,1,0,0,131.2,7.8,4.9,54.7,14.3,0.3,4.7,1.2
Cheesy French Bread Onion Soup,0,1,0,0,427.9,21.1,13.1,1029.8,33.4,2.7,7.1,19.9
Molasses Brown Bread,1,0,0,0,714.4,6.8,1.6,1071.3,149.8,16.2,60.5,25.2
sheermal,1,0,0,0,187.7,13.5,8.2,57.3,17.5,1.2,8.6,1.6
Poppy Seed Oatmeal Bread,1,0,0,0,112.5,1.5,0.5,135.7,21.4,1.8,5.7,4.1
Shortbread,1,0,0,0,138.2,9.4,5.8,65.7,11.9,0.4,0.1,1.7
Wheaten Bread,1,0,0,0,2024.1,9.6,3.8,2946.1,406.1,14,25.2,68
Banana Bread Dip,1,0,0,0,185.7,4.9,2.7,99.2,36.6,2.5,27.8,2
Shortbread Crust,1,0,0,0,1763.3,98.9,60.1,727.5,193.5,5.1,50.9,26.6
Capirotada (Bread Pudding),1,0,0,0,387.9,13.5,8.5,313.3,63,1.7,54.9,8.2
Banana and Mango Bread,1,0,0,0,2673.3,121.5,63.1,3787.3,375.7,14.7,203.1,37.5
Tomato and Bread Soup,1,0,0,0,278.6,15.5,2.5,1798.7,29.4,5,10.1,8.2
Apple Walnut Bread,1,0,0,0,326.6,16.3,2.1,244.7,42.2,2.5,22.3,5
Almond-Filled Bread,1,0,0,0,285.1,10.4,3.4,151.2,42.8,1.9,21.4,6.5
Pat's Pumpkin Bread,1,0,0,0,467.7,18.3,3.9,427.4,72.3,1,48.3,5
Sausage Bread Dressing,0,0,0,0,96.3,1.7,0.7,356.6,17.3,0.8,2.7,3
"Veal Cutlets, breaded",0,0,0,1,360.2,13.9,3.5,1430.9,44.8,3.7,6.2,14.1
Italian sausage bread,1,0,0,1,164.4,13,4.8,573.5,2,0.1,0.4,9.4
cultlets witth Bread,1,0,0,0,1761,67.8,8.6,6999.8,258.4,33.9,30.2,47
Rosemary and Lemon Breadsticks,1,0,0,0,45.5,1.1,0.1,73.2,7.7,0.3,0.2,1.1
Pita Bread,1,1,0,0,173.9,0.5,0.1,147.6,36.2,1.5,0.1,5.3
Pain de Mie (Pullman Bread),1,1,0,0,156,5.2,1.1,243.7,23.6,2,0.7,4.2
Julia Child's White Bread,1,0,0,0,230,3.5,1.9,439,42.8,1.7,0.9,6
Sour Cream Banana Bread,1,0,0,0,2223.7,36.3,19.9,2856.5,446.6,12.9,229.8,35.7
Lite White Bread,1,0,0,0,786,7.9,4,1196.3,153.2,6.1,9,22.5
Whole Wheat Bread - On the Lighter Side,1,0,0,0,804.4,10.7,1.5,591.9,161.7,15.7,26.5,24
Whole Wheat Irish Soda Bread,1,0,0,0,264.8,1.2,0.2,375.8,55.5,6.5,0.5,10.1
Bread Trifle,1,0,0,0,461.7,14.9,8.7,299,79.7,5.1,45.5,7.1
Bread Salad,1,0,0,0,511.2,16.1,2.5,662.8,77,4.5,6.3,16.1
Banana Nut Bread,1,0,0,0,426.4,17.6,8.4,480.4,62.8,2.9,31.7,7
Bread Pudding,1,0,0,0,495.9,22.1,12.9,368.4,65.1,0.6,43.4,10.6
paneer sandwhich,1,1,1,0,642.9,31.5,5.7,977.6,87.9,2.5,59.3,5.7
Jan's Irish Soda Bread,1,0,0,0,337.1,2.4,0.8,860.6,67.4,6,8.9,10.8
namkeen semiyan,1,0,0,0,494.8,20.4,9.4,900.9,62.8,12.5,10.8,20.1
Garlic Bread,1,1,0,0,212.1,13.4,7.9,349.1,19,1,0.3,4.2
Cornbread Salad,1,1,0,0,19.2,0.2,0,13.1,4.2,1.4,2.5,0.9
cheese sandwhich ,1,1,0,0,414.3,22.2,4.3,1059.9,43.5,4,8.9,10.1
Banana Tea Bread ,1,0,0,0,2203.5,80.8,23.3,2349.4,338.1,9.8,153.6,36.8
Broccoli Cornbread,1,0,0,0,593.4,37.3,19.1,1661,48.1,6.2,14.3,17.8
Chocolate Chip Banana Bread,1,0,0,0,1728.7,75.4,17.1,1383,245.4,11.1,123.6,27.1
Strawberry Bread,1,0,0,0,3372.5,196.1,25.6,1942.5,376.7,16.5,213.2,44.2
Pineapple Zucchini Bread,1,0,0,0,325.9,15.4,2.2,247.3,44.3,1.7,26.7,4.5
Sour Cream Banana Bread,1,0,0,0,271,13.4,3.4,348.8,34.8,1.4,19.6,4.1
Salad bread,1,0,0,0,4594.8,161.5,54,7782.1,614,33.3,40,181.3
Banana Bread,1,0,0,0,185.2,4.1,1.1,228.1,34.7,1,21.6,3
Mild Spicy Garlic Chicken on Seasoned Pita Bread,1,0,1,1,917.8,33,13.4,903.4,93.8,7.1,2.2,59.7
Shepherd's Bread,1,0,0,1,5546.3,104.2,60.2,6673.8,1009.1,34,103.1,126.5
Cornbread Dressing Salad,0,1,0,0,123.3,4.1,1.3,208.8,18.4,2,5.7,3.3
Pecos Chicken-Cornbread Salad,0,1,1,1,392.7,16.9,8.5,635.5,38.5,6.5,8.6,23.3
grilled sandwhich,1,1,0,0,4218.6,138.6,14.9,4882.7,684,88.7,98,132.5
Italian Olive Bread,0,1,0,0,252.3,4.3,0.7,522.4,46.4,2,4.5,6.4
Carrot Pineapple Bread,1,0,0,0,2627.2,118.3,10.7,1950.1,366.7,9.5,215.2,30.1
Bread Halwa,0,1,0,0,433.5,26.6,16.6,84,46,0.5,37.6,5.8
Birdseed Bread,1,0,0,0,173.6,4.2,1.7,270.4,29.8,2.5,4.3,4.9
Gingerbread Cupcakes,1,0,1,0,145.7,5.3,0.7,94.1,22.7,0.5,7.9,2.1
Corn Salsa,1,0,1,0,131,2.3,0.3,492.9,28,4.5,6.5,4.2
Broccoli Cornbread,0,1,0,0,334.1,19.6,4.7,986.1,30.7,3.4,1.2,9.1
garlic bread,0,1,0,0,205.4,8.3,1.1,164.4,30.5,1.1,17.1,3
multigrain gralic bread,1,0,0,0,177.1,5.3,3.1,240.7,29.6,0.9,13.6,3.2
Raisin Bread,1,0,0,0,355.6,3.5,1.2,309.6,72.2,3,13,9.2
Raspberry Filled Almond Shortbread with Almond Glaze,1,0,0,0,663.3,31.1,19.5,280.3,92.5,1.4,55,4.7
stuffed garlic bread,0,1,1,0,4932,227.2,98.5,4491.3,666.5,27.1,241.7,90.3
Banana Bread,1,0,0,0,385.9,17.6,4,243.1,53.8,2.1,30.7,5.2
Cranberry Bread,1,0,0,0,671.4,16.9,3.3,1059.8,121.7,3.7,68,11.9
Old Fashioned Gingerbread,1,0,0,0,473.8,13.7,3.8,406.2,83,1.1,39.4,5.8
Refrigerator Gingerbread,1,0,0,0,363.6,14.6,3.8,334.4,53.6,1.1,25.1,5.3
Zucchini Bread,1,0,0,1,358.2,19.6,2.8,431.3,42.3,1.1,25.7,4
Injera (Ethiopian Flat Bread),1,0,0,0,46.4,1.6,0.8,127.3,6.9,0.6,0.1,1.4
English Lemon Shortbread Strips,1,0,0,0,112.9,6.6,4.2,57.7,12.7,0.3,5.4,1.1
White Machine Bread,1,0,0,0,432.6,7.3,4.1,643.9,79.4,3.1,7.3,11.1
Chocolate and orange Shortbread ,1,0,0,0,127,8.3,4.9,43,12.6,0.5,7.5,1.2
pepperoni and cheese bread,1,0,1,1,1051.2,78.9,44.6,609,92,3,88,2.1
 Herbs seasoning pizza,0,1,1,0,1590.9,27.2,12.7,3702.5,310.2,42,35.1,51.8
Mom's Pepparkakor (Gingerbread Cookies),1,0,0,0,4326.9,160.9,40.5,1650,694.3,9.5,416.9,36.6
Pumpkin-Walnut Bread,1,0,0,0,4075.9,248,90.3,5453.4,412.8,27.1,184,76.6
White Bread and butter,1,0,0,0,421.9,9.8,3.6,300.1,72.5,2.4,8.9,9.4
 Biscuit,1,0,0,0,647.4,30.6,6.5,1205,87.5,1.8,47.2,8.4
Spiced Grilled Bread,0,1,0,0,61.9,1.2,0.4,187.8,10.4,0.7,0.6,2.3
Irish Brown Bread,1,0,0,0,515.5,16.4,9.3,455.8,77.1,4,5.7,14.6
Italian Almond Bread,1,0,0,0,338.6,9.1,1.2,228.5,55.8,2.6,10.4,8.8
Monica's Peanut Butter Bread,1,0,0,0,211.7,9.5,2.3,344.5,25.8,1.5,7.1,7.4
Apple Bread,1,0,0,0,2548,51.3,7.5,1302.8,488,20.5,276.6,50.7
Easy Cheesy Garlic Bread,0,1,1,0,354.6,10.7,4.2,579.9,53.2,2.6,2.1,11
Mediterranean Pita Bread,0,1,1,0,181.9,4.7,1.1,292.5,30.1,1.2,0.1,4.3
 Bread Pudding,1,0,0,0,135.3,3.9,2.1,59,22.2,0.3,17.7,3.8
Hot Mexican Cornbread,1,0,0,0,310.8,19.3,8.1,593.2,24.5,2.2,2.5,12.1
Rosemary Potato Bread,1,0,0,0,2369.8,24.2,5.7,4733.1,461,19.6,2.5,67.2
Bread Pudding with orange sauce,1,0,0,0,336.9,10,5.2,344,53.4,1.2,27.2,8.5
Banana Bread,1,0,0,0,2411.5,104.6,61.9,2640.1,337.1,9.8,153.7,37.8
Multi Grain Bread,1,0,0,0,2011.7,44.9,9.1,2502.6,341.1,20.4,35,61.1
Applesauce Cornbread,1,0,0,0,273.5,10.8,1.7,664.9,39.5,1.6,9.4,5.6
Best Wheat Bread,1,0,0,0,1553.3,42.8,9.8,1323.7,254.5,21.4,38.1,44.9
Breaded Zucchini Casserole,1,0,0,0,260,20.4,4.3,415.1,13.3,1,3.5,6.5
"Zucchini Muffins, Cookies, Bread",1,0,0,0,225.2,9.2,2.3,336.3,33.2,0.8,17,2.8
Strawberry Bread with Cream Cheese,1,0,0,0,3065,160.7,42.4,1114.7,373.6,11.6,214.3,41.8
Gingerbread Waffles,1,0,0,0,1032.7,29.3,7,1635.4,175.2,3.3,84.9,19.4
Cranberry GingerBread,1,0,0,0,3265.9,114.9,30.4,1803.6,532.4,9.9,299.5,36.7
Sour Cream Dill Bread,1,0,0,0,1944.9,72.4,41.3,3021.3,264.4,25.1,11.4,60.9
Cherry Almond Shortbread,1,0,0,0,125.9,7.4,4,64.1,14,0.5,7.3,1.4
Almond - Glazed Poppy Seed Bread,1,0,0,0,2919.4,119.6,43.3,2544.6,428.7,5.8,274.5,36.7
besan Parathas,1,1,1,0,3958.9,240.3,51.7,1921.6,434.7,25.9,252.7,40
